iter	MultiClass
458	0.1416555743
459	0.1413392706
460	0.1410656279
461	0.140826346
462	0.1405401806
463	0.1402855428
464	0.1399801483
465	0.1396952283
466	0.1394583476
467	0.1390422561
468	0.1387214474
469	0.1384644991
470	0.13820427
471	0.1379162693
472	0.1375583357
473	0.1372601825
474	0.1370384075
475	0.1368718665
476	0.1366302031
477	0.136227132
478	0.1359984454
479	0.135631754
480	0.135432092
481	0.1351523482
482	0.1347248112
483	0.1343790408
484	0.1340514531
485	0.1338439485
486	0.1335403778
487	0.1332658135
488	0.1329615051
489	0.1327952818
490	0.1325465345
491	0.1322756516
492	0.1321321597
493	0.1318243597
494	0.1315189841
495	0.131316558
496	0.131036804
497	0.1308044408
498	0.1304679196
499	0.1303021629
500	0.1300612922
501	0.1299425072
502	0.1297067953
503	0.1294623699
504	0.1291448269
505	0.1289100072
506	0.1285980819
507	0.1283870065
508	0.1281680119
509	0.1278748552
510	0.1276890471
511	0.1275116959
512	0.1273696612
513	0.1271368886
514	0.1268625525
515	0.1265191529
516	0.126315164
517	0.1260112955
518	0.1257971538
519	0.1255530005
520	0.1252840757
521	0.1251258115
522	0.1249472176
523	0.124781094
524	0.1246112072
525	0.1244585776
526	0.1242329786
527	0.1240511137
528	0.1236402194
529	0.1235202175
530	0.1233280311
531	0.1230428708
532	0.1228376301
533	0.1226028176
534	0.1223206668
535	0.1221283809
536	0.1217952275
537	0.1215644637
538	0.1213541173
539	0.1210107032
540	0.1208548262
541	0.1207244633
542	0.1206240601
543	0.1203589098
544	0.120113471
545	0.1199573785
546	0.1196828475
547	0.1194036658
548	0.1192498303
549	0.1190667517
550	0.1189145379
551	0.1188097347
552	0.1185347683
553	0.1184194248
554	0.1181594012
555	0.118056731
556	0.1178204318
557	0.117669739
558	0.1174702107
559	0.1172288618
560	0.1170629688
561	0.1168277954
562	0.1165972675
563	0.1163680189
564	0.116105782
565	0.1157910777
566	0.1155534531
567	0.1153409048
568	0.115215613
569	0.1149461841
570	0.1147734096
571	0.1145912799
572	0.1144140344
573	0.1142479262
574	0.1140019229
575	0.1137741415
576	0.1135384413
577	0.1132856298
578	0.1130729372
579	0.1129143696
580	0.1126711594
581	0.1125060338
582	0.112207891
583	0.1119797847
584	0.1117830485
585	0.1115491154
586	0.111374496
587	0.1112568703
588	0.1110531306
589	0.1108334655
590	0.1106506735
591	0.1104530072
592	0.1102844314
593	0.110168662
594	0.1099541419
595	0.1097767489
596	0.1095672189
597	0.1093125788
598	0.1091922258
599	0.1090032434
600	0.1088447235
601	0.1087180353
602	0.1085381274
603	0.1084457605
604	0.1083056079
605	0.1081185069
606	0.1078805602
607	0.1077062109
608	0.1074561278
609	0.107316779
610	0.1071321769
611	0.106993654
612	0.1067768779
613	0.1064914552
614	0.1063439492
615	0.1061954616
616	0.1060209752
617	0.1058562653
618	0.105702709
619	0.1055161231
620	0.1053151603
621	0.1050952808
622	0.1049152102
623	0.1047410824
624	0.1046023065
625	0.1044128956
626	0.1042296617
627	0.1041403906
628	0.1039714557
629	0.1037721412
630	0.1036242533
631	0.1035239147
632	0.1033897842
633	0.1032738409
634	0.1031733887
635	0.1029321221
636	0.1028120013
637	0.1026771132
638	0.1024613216
639	0.1023467054
640	0.102073971
641	0.1018654257
642	0.1017138966
643	0.1015174793
644	0.1012662536
645	0.1010397645
646	0.1008741155
647	0.1007499151
648	0.1005627223
649	0.1004127179
650	0.1002398196
651	0.1000832492
652	0.09991845072
653	0.09980598082
654	0.09963976361
655	0.0995377919
656	0.0994031861
657	0.09924568111
658	0.09908838988
659	0.09894008549
660	0.09878231286
661	0.09867755727
662	0.09852561859
663	0.09841498779
664	0.09828189549
665	0.09808407518
666	0.09786773147
667	0.09761930264
668	0.09752435965
669	0.09742215981
670	0.09718720471
671	0.09702844561
672	0.09691445859
673	0.09678704348
674	0.09671221363
675	0.09656572941
676	0.09634079478
677	0.09622246763
678	0.09601131994
679	0.0959090609
680	0.09579855848
681	0.09570254162
682	0.09555626297
683	0.09538530869
684	0.09528645669
685	0.09518791171
686	0.09506651379
687	0.0949542871
688	0.09482577561
689	0.09469154411
690	0.09455912249
691	0.09445637749
692	0.09433938869
693	0.09423444416
694	0.0940875507
695	0.0939769157
696	0.09385541617
697	0.09376790765
698	0.09365253303
699	0.09355481445
700	0.09348495565
701	0.09334792899
702	0.09314570047
703	0.09303339997
704	0.09284526795
705	0.09268692279
706	0.09257848628
707	0.09247772564
708	0.09238783789
709	0.09228097808
710	0.09218663859
711	0.09209185366
712	0.09191032644
713	0.09181712847
714	0.09173117938
715	0.09164344911
716	0.09151061967
717	0.09136793466
718	0.09121963906
719	0.09108522676
720	0.09094492252
721	0.09083601356
722	0.09067320462
723	0.09053161686
724	0.0903456411
725	0.0902076588
726	0.09004109333
727	0.08987622125
728	0.08975461992
729	0.08963639805
730	0.08947936785
731	0.08934455742
732	0.08918220297
733	0.08907435332
734	0.08896384391
735	0.08886550677
736	0.08873205542
737	0.08864258889
738	0.08855805127
739	0.08842761742
740	0.08833610712
741	0.08821168075
742	0.08810040093
743	0.08803341781
744	0.08789271704
745	0.08777627221
746	0.08768058815
747	0.08757563021
748	0.08748927929
749	0.08736712011
750	0.0872703917
751	0.0871502412
752	0.08703653085
753	0.08689706408
754	0.0868200807
755	0.08668591902
756	0.08657131011
757	0.08644090152
758	0.08629731946
759	0.08620139831
760	0.08602714837
761	0.0859109193
762	0.08580543014
763	0.08565198545
764	0.08553325698
765	0.08546820163
766	0.08533816457
767	0.08524827141
768	0.08514426827
769	0.08505332543
770	0.08496025195
771	0.08484767744
772	0.08472190533
773	0.08457251224
774	0.08447590892
775	0.0843529523
776	0.08423108285
777	0.08413615328
778	0.08405988254
779	0.08396957107
780	0.08391996644
781	0.08383781366
782	0.08366545129
783	0.0836037192
784	0.08351112495
785	0.08344896671
786	0.08336904436
787	0.08329835401
788	0.08315946238
789	0.08310251608
790	0.08299083633
791	0.08289844915
792	0.08274433951
793	0.08262334613
794	0.08252240131
795	0.08243050571
796	0.08229890397
797	0.08223361129
798	0.08214398189
799	0.08202495053
800	0.0819193892
801	0.08183208908
802	0.08175903184
803	0.08170617388
804	0.08164007271
805	0.08155093369
806	0.08145658947
807	0.08136042945
808	0.08126513617
809	0.08119427913
810	0.08112316741
811	0.08105255414
812	0.08093890308
813	0.08085465737
814	0.08079140578
815	0.08071531961
816	0.08060426947
817	0.08048490536
818	0.0803662794
819	0.08021701995
820	0.08012302045
821	0.08003066517
822	0.07993592352
823	0.07986908123
824	0.07976380934
825	0.07968169509
826	0.07957110072
827	0.07950411692
828	0.07943046468
829	0.07934318612
830	0.07929085513
831	0.07919431065
832	0.07911307896
833	0.0790196938
834	0.07894884412
835	0.07883057999
836	0.07871529819
837	0.07863047123
838	0.0785307834
839	0.07843460241
840	0.07832717055
841	0.07824749747
842	0.07817291619
843	0.07809558879
844	0.07797266115
845	0.07781585866
846	0.07768774919
847	0.07759932608
848	0.07750669638
849	0.07742522895
850	0.07734392118
851	0.07725871526
852	0.0772049753
853	0.0770788216
854	0.07699037528
855	0.07688230599
856	0.07682869162
857	0.07674442394
858	0.07663902047
859	0.0765222938
860	0.07642257161
861	0.07632986208
862	0.07625205295
863	0.07619383036
864	0.0761108818
865	0.07601003382
866	0.0758883544
867	0.07580655029
868	0.07574080698
869	0.07567011887
870	0.07558677239
871	0.07552733509
872	0.07544130483
873	0.07535602788
874	0.0752518496
875	0.07513885149
876	0.07504777792
877	0.07496112116
878	0.07488010456
879	0.07483795094
880	0.07478057124
881	0.07471089229
882	0.07463636619
883	0.07453441207
884	0.07444958915
885	0.07439289787
886	0.07432784123
887	0.07425877109
888	0.07420510511
889	0.07411042102
890	0.0740466338
891	0.07395670971
892	0.07386847381
893	0.0737894932
894	0.07372614571
895	0.07367362863
896	0.0736224942
897	0.07356133837
898	0.07349063737
899	0.07339677194
900	0.07329251672
901	0.07322446814
902	0.07313036548
903	0.07303854286
904	0.07295999469
905	0.07285863913
906	0.07280440832
907	0.07274152475
908	0.07266488696
909	0.07256006628
910	0.07245288074
911	0.07235743935
912	0.07225713125
913	0.0721806325
914	0.07213205966
915	0.07206853737
916	0.0719903113
917	0.07189784988
918	0.07183390627
919	0.07174479166
920	0.07167057441
921	0.07157688998
922	0.07150560458
923	0.07141585338
924	0.07135350629
925	0.07125174012
926	0.0711890338
927	0.07107031063
928	0.07098842053
929	0.07089198322
930	0.07082392714
931	0.07072968727
932	0.07066391003
933	0.07055280791
934	0.07049212204
935	0.07044043323
936	0.07038163091
937	0.07026244701
938	0.07015765231
939	0.07008921041
940	0.06999987981
941	0.06991955134
942	0.06985283858
943	0.06977824604
944	0.06972139638
945	0.06965552947
946	0.06960544649
947	0.06952342629
948	0.06946306582
949	0.06940158756
950	0.06934975835
951	0.06925531587
952	0.06920923765
953	0.06913492265
954	0.06906629384
955	0.06897965834
956	0.06891330765
957	0.06883300042
958	0.06877592229
959	0.06873225376
960	0.06865861063
961	0.06862047457
962	0.06856430551
963	0.06852002486
964	0.0684774251
965	0.06842668083
966	0.06836381778
967	0.06829709969
968	0.06821537197
969	0.06816410688
970	0.06810497866
971	0.06802033543
972	0.06796296903
973	0.06789441718
974	0.06781169179
975	0.06772474385
976	0.06766889122
977	0.06758073509
978	0.06749587376
979	0.06742613215
980	0.06735393447
981	0.06725770021
982	0.0672169605
983	0.0671511109
984	0.06711106079
985	0.06704234112
986	0.06695497573
987	0.06690273826
988	0.06685151611
989	0.0667902007
990	0.06673931818
991	0.0667017855
992	0.06663552043
993	0.06656373207
994	0.06646911609
995	0.06639032402
996	0.06630286429
997	0.06625126097
998	0.0661700227
999	0.06608503034
